group	GO.ID	Term	Annotated	Significant	Expected	pval_test	pval_adj	ontology
capup	GO:0005043	netrin receptor activity involved in che...	8	6	0.14	8e-10	2.8992e-06	MF
capup	GO:0061507	2',3'-cyclic GMP-AMP binding	9	6	0.16	2.4e-09	4.3488e-06	MF
capup	GO:0070403	NAD+ binding	24	8	0.43	4.9e-09	5.9192e-06	MF
capup	GO:0035438	cyclic-di-GMP binding	11	6	0.2	1.3e-08	1.1778e-05	MF
capup	GO:0005042	netrin receptor activity	12	6	0.21	2.5e-08	1.6308e-05	MF
capup	GO:0003950	NAD+ ADP-ribosyltransferase activity	29	8	0.52	2.7e-08	1.6308e-05	MF
capup	GO:0051287	NAD binding	43	8	0.77	7.3e-07	0.000377931428571429	MF
capup	GO:0004842	ubiquitin-protein transferase activity	331	20	5.91	1.6e-06	0.0007248	MF
capup	GO:0019787	ubiquitin-like protein transferase activ...	344	20	6.14	2.8e-06	0.00112746666666667	MF
capup	GO:0016763	pentosyltransferase activity	53	8	0.95	3.8e-06	0.00137712	MF
capup	GO:0030551	cyclic nucleotide binding	28	6	0.5	8e-06	0.00263563636363636	MF
capup	GO:0061501	2',3'-cyclic GMP-AMP synthase activity	18	5	0.32	1.2e-05	0.00334523076923077	MF
capup	GO:0140699	cyclic GMP-AMP synthase activity	18	5	0.32	1.2e-05	0.00334523076923077	MF
capup	GO:0044389	ubiquitin-like protein ligase binding	283	16	5.05	4.2e-05	0.010872	MF
capup	GO:0031625	ubiquitin protein ligase binding	272	15	4.85	9.8e-05	0.0221466666666667	MF
capup	GO:0004111	creatine kinase activity	6	3	0.11	0.00011	0.0221466666666667	MF
capup	GO:0032033	myosin II light chain binding	6	3	0.11	0.00011	0.0221466666666667	MF
capup	GO:0032038	myosin II heavy chain binding	6	3	0.11	0.00011	0.0221466666666667	MF
capup	GO:0016740	transferase activity	1708	50	30.48	0.00012	0.0228884210526316	MF
capup	GO:0051019	mitogen-activated protein kinase binding	30	5	0.54	0.00017	0.030804	MF
capup	GO:0016775	phosphotransferase activity, nitrogenous...	7	3	0.12	0.00019	0.0327885714285714	MF
capup	GO:0033256	I-kappaB/NF-kappaB complex	3	3	0.05	4e-06	0.007292	CC
capup	GO:0002831	regulation of response to biotic stimulu...	391	36	6.51	1.6e-17	2.36832e-13	BP
capup	GO:0098542	defense response to other organism	677	46	11.28	4.2e-17	2.51634e-13	BP
capup	GO:0031347	regulation of defense response	482	39	8.03	5.1e-17	2.51634e-13	BP
capup	GO:0045088	regulation of innate immune response	311	31	5.18	4.2e-16	1.272972e-12	BP
capup	GO:0006952	defense response	915	52	15.25	4.3e-16	1.272972e-12	BP
capup	GO:0045087	innate immune response	484	36	8.06	1.4e-14	3.4538e-11	BP
capup	GO:0002218	activation of innate immune response	119	19	1.98	6.6e-14	1.39561714285714e-10	BP
capup	GO:0043207	response to external biotic stimulus	923	47	15.38	1.1e-12	1.80913333333333e-09	BP
capup	GO:0051707	response to other organism	923	47	15.38	1.1e-12	1.80913333333333e-09	BP
capup	GO:0009607	response to biotic stimulus	945	47	15.75	2.5e-12	3.7005e-09	BP
capup	GO:0032101	regulation of response to external stimu...	814	42	13.56	1.6e-11	2.15301818181818e-08	BP
capup	GO:0050776	regulation of immune response	521	33	8.68	1.9e-11	2.34365e-08	BP
capup	GO:0044419	biological process involved in interspec...	1108	49	18.46	5.5e-11	6.26238461538461e-08	BP
capup	GO:0080134	regulation of response to stress	1043	47	17.38	8.2e-11	8.66974285714286e-08	BP
capup	GO:0043331	response to dsRNA	73	13	1.22	1.7e-10	1.67756e-07	BP
capup	GO:1902216	positive regulation of interleukin-4-med...	18	8	0.3	1.9e-10	1.7577375e-07	BP
capup	GO:0035771	interleukin-4-mediated signaling pathway	19	8	0.32	3.2e-10	2.63146666666667e-07	BP
capup	GO:1902214	regulation of interleukin-4-mediated sig...	19	8	0.32	3.2e-10	2.63146666666667e-07	BP
capup	GO:0060331	negative regulation of response to inter...	20	8	0.33	5.3e-10	3.92253e-07	BP
capup	GO:0060336	negative regulation of interferon-gamma-...	20	8	0.33	5.3e-10	3.92253e-07	BP
capup	GO:0002697	regulation of immune effector process	244	21	4.07	5.7e-10	4.01768571428571e-07	BP
capup	GO:0002833	positive regulation of response to bioti...	246	21	4.1	6.6e-10	4.4406e-07	BP
capup	GO:0045089	positive regulation of innate immune res...	223	20	3.72	7.3e-10	4.69802608695652e-07	BP
