TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	PC_0	PC_1	Representative
"GO:0000738"	"DNA catabolic process, exonucleolytic"	-1.6078308505102639	2.82020145948564	0.002193916780681087	0.9537929396136969	0.491543	3.219980061478748	-2.575956913958635	null
"GO:0001816"	"cytokine production"	-3.8565517465269217	2.9190780923760737	0.00275569244118882	0.9563667788837538	0.27399424	5.500450229956805	1.6514541055327665	null
"GO:0001817"	"regulation of cytokine production"	-4.000750057807251	4.504959932908608	0.1063218609546736	0.7433993145070218	0.67635966	-5.80367147256527	-0.13325989465741614	null
"GO:0001959"	"regulation of cytokine-mediated signaling pathway"	-5.871072285284846	3.778585327862962	0.019961318587863524	0.6319535956043506	0.5633552	-6.041223843994309	4.338916699207031	null
"GO:0001960"	"negative regulation of cytokine-mediated signaling pathway"	-2.1389821211923556	3.51560894923448	0.010893129227715032	0.6132617878079974	0.95851419	null	null	1959
"GO:0001961"	"positive regulation of cytokine-mediated signaling pathway"	-3.891827506875465	3.336059277866349	0.007203360096569568	0.5737317808449931	0.93656062	null	null	1959
"GO:0010803"	"regulation of tumor necrosis factor-mediated signaling pathway"	-3.741849236705621	3.2362852774480286	0.0057241283277770175	0.6548503207101815	0.92478881	null	null	1959
"GO:0060330"	"regulation of response to type II interferon"	-2.9606924646114474	2.681241237375587	0.0015922517241609706	0.6128523880068157	0.86431398	null	null	1959
"GO:0060331"	"negative regulation of response to type II interferon"	-3.6333848749637774	2.305351369446624	0.0006681473832074219	0.6033939697574371	0.92710985	null	null	1959
"GO:0060334"	"regulation of type II interferon-mediated signaling pathway"	-2.9606924646114474	2.681241237375587	0.0015922517241609706	0.6046851491333209	0.96216907	null	null	1959
"GO:0060336"	"negative regulation of type II interferon-mediated signaling pathway"	-3.6333848749637774	2.305351369446624	0.0006681473832074219	0.5985540747709432	0.82758506	null	null	1959
"GO:0060760"	"positive regulation of response to cytokine stimulus"	-3.6333848749637774	3.3861421089308186	0.008084250925176367	0.5785306066032757	0.94258283	null	null	1959
"GO:0060761"	"negative regulation of response to cytokine stimulus"	-2.6499540531558163	3.530583859645118	0.01127540260616704	0.6191389776873041	0.96039162	null	null	1959
"GO:1902214"	"regulation of interleukin-4-mediated signaling pathway"	-3.741849236705621	1.9084850188786497	0.00026592930674922263	0.7009318674540197	0.79188477	null	null	1959
"GO:1902216"	"positive regulation of interleukin-4-mediated signaling pathway"	-3.886407231398863	1.6720978579357175	0.00015290935138080302	0.6424245693067583	0.77188395	null	null	1959
"GO:0002230"	"positive regulation of defense response to virus by host"	-3.642592912759093	3.113943352306837	0.004318027118340503	0.6499053708935444	0.68065562	-6.357232025857676	5.106591739785449	null
"GO:0050691"	"regulation of defense response to virus by host"	-3.6333848749637774	3.2073650374690716	0.005355151414662471	0.6461353867932583	0.86467813	null	null	2230
"GO:0002252"	"immune effector process"	-1.8250838480050886	4.261976191397813	0.06076152247586301	0.8796732431766336	0.54999388	5.3358295874827455	4.3774584782728265	null
"GO:0002250"	"adaptive immune response"	-1.4003756218664671	4.259402728142589	0.060402517911751566	0.7904511557076421	0.70231441	null	null	2252
"GO:0002315"	"marginal zone B cell differentiation"	-2.6301072452214163	2.4785664955938436	0.000997234900309585	0.814492452707952	0.33130938	3.6943145869039227	4.4990856783231825	null
