TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	PC_0	PC_1	Representative
"GO:0001784"	"phosphotyrosine residue binding"	-1.308694490054486	3.714329759745233	0.014161271037376131	0.7522622060668884	0.35608462	-6.401950593347494	-3.2495845638454637	null
"GO:0004175"	"endopeptidase activity"	-2.5199930570428495	5.874887510846112	2.049949939264307	0.7146803424994576	0.61883034	3.853429860083862	-5.815522010979792	null
"GO:0004439"	"phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity"	-2.1468436682470786	3.52270499273475	0.00910816640770417	0.9141063181736785	0.02373186	5.3571930191565995	-1.945526410547633	null
"GO:0004707"	"MAP kinase activity"	-1.7418418066592056	4.242715310039108	0.04781308850348697	0.8042420055661866	0.42350742	2.8899901620060984	-6.848335342833554	null
"GO:0004715"	"non-membrane spanning protein tyrosine kinase activity"	-4.543184719704783	4.368212481187387	0.06383372704528785	0.8175929172564529	0.35064037	2.4629744276489918	-8.029387855025456	null
"GO:0004842"	"ubiquitin-protein transferase activity"	-6.285909851009481	5.312771670607999	0.5618571100135252	0.7502162767488574	-0	2.945202950621073	-7.673943172948698	null
"GO:0061630"	"ubiquitin protein ligase activity"	-4.440811810995225	5.041593993209301	0.30091675567932863	0.7609168048142261	0.92629453	null	null	4842
"GO:0061659"	"ubiquitin-like protein ligase activity"	-4.932656322535594	5.050735399493686	0.3073179017497086	0.7619786869152558	0.92807242	null	null	4842
"GO:0004843"	"cysteine-type deubiquitinase activity"	-3.9434873336033514	4.967112527527431	0.2534919468605892	0.7082796962364069	0.35206043	4.246222386946238	-6.0261643867138295	null
"GO:0061578"	"K63-linked deubiquitinase activity"	-2.193657196114098	3.4983105537896004	0.00861051216387284	0.7621137404447095	0.77270671	null	null	4843
"GO:0101005"	"deubiquitinase activity"	-2.8387518196672623	4.982863460071599	0.26285440911816327	0.708718668106522	0.9757863	null	null	4843
"GO:1990380"	"K48-linked deubiquitinase activity"	-1.308694490054486	3.7792356316758635	0.016444464958250637	0.7532699788126993	0.80673851	null	null	4843
"GO:0005043"	"netrin receptor activity involved in chemorepulsion"	-4.299482658198755	1.6532125137753437	0.00012031201499218957	0.9545404401952751	-0	5.34156838585897	0.8356661254137707	null
"GO:0005042"	"netrin receptor activity"	-2.193657196114098	3.5272431163880884	0.0092038691469025	0.9520293416171655	0.79083458	null	null	5043
"GO:0005488"	"binding"	-2.818548425408173	7.315506178677889	56.54086933524549	1	-0	4.6132076456069635	2.78928112669188	null
"GO:0005515"	"protein binding"	-8.844214715368764	6.268106216084863	5.069467063710899	0.9514192808086613	0.04946775	-5.095901535846423	4.107505796789671	null
"GO:0008233"	"peptidase activity"	-2.3536616385446454	6.198146353307567	4.315214635541	0.7454785712639757	0.47548522	3.7109236981994718	-6.230891809458435	null
"GO:0008234"	"cysteine-type peptidase activity"	-2.516532524933343	5.343656691201009	0.6032690524466323	0.7407069780598294	0.6684647	4.172998167075491	-5.671990960193362	null
"GO:0019783"	"ubiquitin-like protein peptidase activity"	-2.999162879537289	5.030231245116737	0.29314569325642403	0.7542830769635869	0.50930285	4.076829530673376	-5.387335377207427	null
"GO:0019787"	"ubiquitin-like protein transferase activity"	-6.367704712659793	5.339747495422129	0.597863214863915	0.796211180136687	0.38138489	3.3963254030426033	-7.42325244864557	null
"GO:0019899"	"enzyme binding"	-8.419622511925287	5.363681536641343	0.6317365158121706	0.6912821743718716	0.46783956	-5.361832408703682	-3.917924574899606	null
"GO:0019902"	"phosphatase binding"	-2.193657196114098	4.122805462847444	0.03627680688412225	0.6853944336003909	0.67284557	-5.476581756877184	-5.1161206492620135	null
"GO:0019903"	"protein phosphatase binding"	-1.9308980422255904	3.9976047874604546	0.02719051538823484	0.6901217705278624	0.66012256	-5.057798845733556	-5.162889230551709	null
"GO:0030234"	"enzyme regulator activity"	-1.3582769227325993	5.726133620849947	1.4554226484524484	1	-0	2.5324307113444795	1.8335911429368956	null
"GO:0030544"	"Hsp70 protein binding"	-2.1080674026603963	4.208064948147398	0.044146306410202285	0.7364846727794466	0.38351021	-4.59603850838765	-4.336598987626976	null
"GO:0030554"	"adenyl nucleotide binding"	-1.3582769227325993	6.745207090646936	15.20769299086263	0.9278689092853617	0.20522525	2.2467418779070827	4.164762833067604	null
"GO:0031072"	"heat shock protein binding"	-2.146621239861549	4.598768627396784	0.10854604679874885	0.7225990213273817	0.476151	-5.1817306495873625	-3.376807923625403	null
"GO:0031593"	"polyubiquitin modification-dependent protein binding"	-6.001479117164962	4.0448140475286385	0.030313159050077577	0.7419081394514715	0.37398658	-4.5155396787483895	-3.582594791739744	null
"GO:0032038"	"myosin II heavy chain binding"	-2.818548425408173	1.7323937598229686	0.0001449212907860465	0.7584601664715452	0.27642208	-5.693924338436838	-1.5369466658554134	null
"GO:0032033"	"myosin II light chain binding"	-2.818548425408173	1.3424226808222062	5.742164351899957E-05	0.7664947857514834	0.8165111	null	null	32038
"GO:0032182"	"ubiquitin-like protein binding"	-2.4244213965824395	4.655426587745919	0.12367254832003959	0.7204730842797741	0.48143344	-5.9525631733757765	-4.315010581431714	null
"GO:0042169"	"SH2 domain binding"	-1.8831709583494742	3.164352855784437	0.0039894370425819226	0.7678278168498439	0.32980577	-4.603206964012739	-2.5083572030565247	null
"GO:0043022"	"ribosome binding"	-1.905698607799895	4.9038059823532185	0.21910731984861684	0.9336866258510564	0.68245119	-2.6059578921907267	4.708920463662433	null
"GO:0043130"	"ubiquitin binding"	-3.5029597177440692	4.638279546925845	0.11888467699614587	0.7211195972135604	0.47982243	-5.9533618876380805	-3.823118685400612	null
"GO:0044389"	"ubiquitin-like protein ligase binding"	-9.532326792116574	4.507032359632107	0.0878769894958861	0.6700561963740501	0	-5.30423713187265	-4.803359994152884	null
"GO:0019900"	"kinase binding"	-1.4520928217833506	4.749403899010527	0.15355094349775902	0.6597083067204966	0.7446735	null	null	44389
"GO:0031625"	"ubiquitin protein ligase binding"	-8.419622511925287	4.492439087788779	0.08497309495221098	0.6706623576370097	0.71344053	null	null	44389
"GO:0045159"	"myosin II binding"	-1.3582769227325993	2.6324572921847245	0.0011703077821967529	0.7467874803359091	0.66907479	-5.78237448633076	-1.9586061135662856	null
"GO:0046030"	"inositol trisphosphate phosphatase activity"	-1.7418418066592056	3.7695250201710504	0.01608079454929697	0.911574557476621	0.47720422	5.576260954412476	-2.2668674390098222	null
"GO:0051019"	"mitogen-activated protein kinase binding"	-1.3582769227325993	3.024485667699167	0.0028902227237896446	0.7228230304923839	0.57551376	-5.07816380755478	-5.674900187709783	null
"GO:0061507"	"2',3'-cyclic GMP-AMP binding"	-3.498803757972911	2.187520720836463	0.00041835768849556824	0.935500422695129	0.02551903	1.4257746955909505	4.60242172948754	null
"GO:0035438"	"cyclic-di-GMP binding"	-2.5199930570428495	4.192316504702737	0.04257404712337254	0.9243497375294116	0.72315752	null	null	61507
"GO:0070628"	"proteasome binding"	-2.5199930570428495	3.946845113960623	0.024190918105361385	0.9387907330985008	0.03225824	-2.3611909456418663	4.788876412943019	null
"GO:0140030"	"modification-dependent protein binding"	-4.315873074386925	4.325700342915986	0.05788101666715156	0.7324419905249736	0.39067891	-5.706294217960478	-3.0667000124089667	null
"GO:0140096"	"catalytic activity, acting on a protein"	-8.407388055508275	6.604577019955573	11.001027136484357	0.9699002224109299	0.04652494	-0.33897378820397767	3.5304169782638204	null
